product_id,product_name,product_type_predicted,product_type_expected,product_type_match,subtype_predicted,subtype_expected,subtype_match,material_predicted,material_expected,material_match,color_predicted,color_expected,color_match,capacity_value_predicted,capacity_value_expected,capacity_value_match,mouth_size_mm_predicted,mouth_size_mm_expected,mouth_size_mm_match,use_category_predicted,use_category_expected,use_category_match,material_family_predicted,material_family_expected,material_family_match
5047,FRASCO PLASTICO BLANCO 500ML CON TAPA Y TAPON N28,frasco,frasco,True,,,,PLASTICO,PEAD,False,BLANCO,BLANCO,True,500.0,500.0,True,28.0,28.0,True,empaque_envase,general,False,PLASTICO,POLIETILENO,False
5048,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28,frasco,frasco,True,,,,PLASTICO,PEAD,False,BLANCO,BLANCO,True,1.0,1000.0,False,28.0,28.0,True,empaque_envase,general,False,PLASTICO,POLIETILENO,False
5049,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA,cremero,cremero,True,cremero,,,,,,NEGRO,NEGRO,True,30.0,,,,,,cosmetica,cosmetica,True,,,
5050,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML,cremero,cremero,True,cremero,,,,,,NEGRO,NEGRO,True,60.0,60.0,True,,,,cosmetica,cosmetica,True,,,
5051,TAPA DE PLASTICO ROSCA,tapa,tapa,True,rosca,,,PLASTICO,PP,False,,,,,,,,,,general,general,True,PLASTICO,POLIPROPILENO,False
5054,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28,frasco,frasco,True,,,,PLASTICO,PEAD,False,NATURAL,NATURAL,True,60.0,60.0,True,28.0,28.0,True,empaque_envase,general,False,PLASTICO,POLIETILENO,False
5059,POTE PLASTICO PEAD BLANCO 1KG CON TAPA N°97,pote,pote,True,,,,PEAD,PEAD,True,BLANCO,BLANCO,True,1.0,,,97.0,97.0,True,empaque_envase,general,False,POLIETILENO,POLIETILENO,True
5060,POTE PLASTICO PEAD BLANCO 500GR CON TAPA,pote,pote,True,,,,PEAD,PEAD,True,BLANCO,BLANCO,True,500.0,,,,,,empaque_envase,general,False,POLIETILENO,POLIETILENO,True
5061,POTE PLASTICO PEAD BLANCO 250GR CON TAPA Y LAINA,pote,pote,True,laina,,,PEAD,PEAD,True,BLANCO,BLANCO,True,250.0,,,,,,empaque_envase,general,False,POLIETILENO,POLIETILENO,True
5062,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA,pote,pote,True,laina,,,PEAD,PEAD,True,BLANCO,BLANCO,True,500.0,,,,,,empaque_envase,general,False,POLIETILENO,POLIETILENO,True
5064,GATILLO PULVERIZADOR 28/410,atomizador,atomizador,True,gatillo,,,,PP,,,,,,,,,28.0,,general,general,True,,POLIPROPILENO,
5065,PISETA 250ML,accesorio,accesorio,True,,,,,,,,,,250.0,250.0,True,,,,general,general,True,,,
5066,PISETA 500 ML,accesorio,accesorio,True,,,,,,,,,,500.0,500.0,True,,,,general,general,True,,,
5067,PIPETAS PASTEUR ESTRILES 3ML BX200,,accesorio,,,,,,LDPE,,,,,3.0,3.0,True,,,,general,general,True,,POLIETILENO,
5069,PISETA 1LT,accesorio,accesorio,True,,,,,,,,,,1.0,1000.0,False,,,,general,general,True,,,
5070,FRASCO PET TRANSPARENTE 60ML CON TAPA Y TAPON N°28,frasco,frasco,True,,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,60.0,60.0,True,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5071,GOTERO PLASTICO 100ML COLOR NATURAL,gotero,gotero,True,,,,PLASTICO,,,NATURAL,NATURAL,True,100.0,100.0,True,,,,general,general,True,PLASTICO,,
5072,FRASCO YOGURT 1LT BLANCO CON TAPA 38MM,frasco,frasco,True,,,,,PEAD,,BLANCO,BLANCO,True,1.0,1000.0,False,,,,empaque_envase,general,False,,POLIETILENO,
5073,FRASCO BULLET 75ML CON TAPA	ATOMIZADOR,frasco,frasco,True,atomizador,bullet,False,,,,,,,75.0,75.0,True,,,,cosmetica,cosmetica,True,,,
5074,FRASCO BULLET 100ML CON TAPA ATOMIZADOR,frasco,frasco,True,atomizador,bullet,False,,,,,,,100.0,100.0,True,,,,cosmetica,cosmetica,True,,,
5075,POTE PLASTICO 500GR B110MM BLANCO CON TAPA,pote,pote,True,,,,PLASTICO,PEAD,False,BLANCO,BLANCO,True,500.0,,,110.0,,,empaque_envase,general,False,PLASTICO,POLIETILENO,False
5076,POTE PLASTICO BLANCO 250GR CON TAPA,pote,pote,True,,,,PLASTICO,PEAD,False,BLANCO,BLANCO,True,250.0,,,,,,empaque_envase,general,False,PLASTICO,POLIETILENO,False
5077,GOTERO PLASTICO X 10ML NATURAL S/P B15MM C/TAPA Y TAPON,gotero,gotero,True,,,,PLASTICO,,,NATURAL,NATURAL,True,10.0,10.0,True,15.0,,,general,general,True,PLASTICO,,
5078,GOTERO PLASTICO 7ML NATURAL S/P B15MM C/TAPA Y TAPON,gotero,gotero,True,,,,PLASTICO,,,NATURAL,NATURAL,True,7.0,7.0,True,15.0,,,general,general,True,PLASTICO,,
5079,GOTERO PLASTICO 60ML NATURAL S/P B18MM C/TAPA Y TAPON,gotero,gotero,True,,,,PLASTICO,,,NATURAL,NATURAL,True,60.0,60.0,True,18.0,,,general,general,True,PLASTICO,,
5080,GOTERO PLASTICO 5ML NATURAL S/P C/TAPA,gotero,gotero,True,,,,PLASTICO,,,NATURAL,NATURAL,True,5.0,5.0,True,,,,general,general,True,PLASTICO,,
5081,GOTERO PLASTICO 15ML NATURAL S/P C/TAPA,gotero,gotero,True,,,,PLASTICO,,,NATURAL,NATURAL,True,15.0,15.0,True,,,,general,general,True,PLASTICO,,
5082,GOTERO PLASTICO 30ML NATURAL S/P C/TAPA,gotero,gotero,True,,,,PLASTICO,,,NATURAL,NATURAL,True,30.0,30.0,True,,,,general,general,True,PLASTICO,,
5092,PROBETA DE PLASTICO GRADUADA 10 ML,accesorio,accesorio,True,,,,PLASTICO,PP,False,,,,10.0,10.0,True,,,,general,general,True,PLASTICO,POLIPROPILENO,False
5093,PROBETA DE PLASTICO GRADUADA 50 ML,accesorio,accesorio,True,,,,PLASTICO,PP,False,,,,50.0,50.0,True,,,,general,general,True,PLASTICO,POLIPROPILENO,False
5094,PROBETA DE PLASTICO GRADUADA 100 ML,accesorio,accesorio,True,,,,PLASTICO,PP,False,,,,100.0,100.0,True,,,,general,general,True,PLASTICO,POLIPROPILENO,False
5095,PROBETA DE PLASTICO GRADUADA 250 ML,accesorio,accesorio,True,,,,PLASTICO,PP,False,,,,250.0,250.0,True,,,,general,general,True,PLASTICO,POLIPROPILENO,False
5096,PLACA PETRI DE PLASTICO 90*15,,accesorio,,,,,PLASTICO,,,,,,,,,,,,general,general,True,PLASTICO,,
5098,PROBADOR PLASTICO NATURAL FORMA BAJA 5ML CON TAPA ESPRAY,tapa,tapa,True,,,,PLASTICO,PP,False,NATURAL,NATURAL,True,5.0,5.0,True,,,,general,general,True,PLASTICO,POLIPROPILENO,False
5099,PROBADOR PLASTICO 5ML ESPRAY COLORES,,accesorio,,,,,PLASTICO,,,,,,5.0,5.0,True,,,,general,general,True,PLASTICO,,
5112,LENTES DE PROTECCION DE MARCO NEGRO,,accesorio,,,,,,,,NEGRO,NEGRO,True,,,,,,,general,general,True,,,
5114,GRADILLA ACRILICA PARA 50 TUBOS,accesorio,accesorio,True,,,,,,,,,,,,,,,,general,general,True,,,
5119,FRASCO PET CAMPANA TRANSPARENTE 500ML B/28 TAPA ESPRAY PISTOLA..,frasco,frasco,True,campana,campana,True,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,500.0,500.0,True,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5120,FRASCO PET TRANSPARENTE 60ML B/20 C/TAPA DISPENSADOR,frasco,frasco,True,dispensador,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,60.0,60.0,True,20.0,20.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5121,FRASCO PET TRANSPARENTE 30ML B/20 TAPA DISPENSADOR GEL,frasco,frasco,True,dispensador,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,30.0,30.0,True,20.0,20.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5122,POTE ACRILICO 10GR C/TAPA ROSCA,pote,pote,True,rosca,,,ACRILICO,ACRILICO,True,,,,10.0,,,,,,empaque_envase,general,False,ACRILICO,ACRILICO,True
5125,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28,frasco,frasco,True,,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,120.0,120.0,True,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5137,TUBO DE ENSAYO C/TAPA ROSCA 13*100 SIMPLE,tubo,tubo,True,rosca,,,,LDPE,,,,,,,,,,,general,general,True,,POLIETILENO,
5138,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL,tubo,tubo,True,rosca,,,,LDPE,,,,,50.0,50.0,True,,,,general,general,True,,POLIETILENO,
5181,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 50GR C/TAPA Y LAINA,cremero,cremero,True,cremero,,,,,,PLATEADO,PLATEADO,True,50.0,,,,,,cosmetica,cosmetica,True,,,
5182,STAPA ESPRAY PLASTICO BLANCO N28 C/SOBRE TAPA ALTA,tapa,tapa,True,,,,PLASTICO,PP,False,BLANCO,BLANCO,True,,,,28.0,28.0,True,general,general,True,PLASTICO,POLIPROPILENO,False
5185,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON,frasco,frasco,True,,,,PLASTICO,PEAD,False,BLANCO,BLANCO,True,500.0,500.0,True,,,,empaque_envase,general,False,PLASTICO,POLIETILENO,False
5186,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON,frasco,frasco,True,,,,PLASTICO,PEAD,False,BLANCO,BLANCO,True,1.0,1000.0,False,,,,empaque_envase,general,False,PLASTICO,POLIETILENO,False
5192,FRASCO PET CAMPANA BLANCO 300ML C/TAPA DISPENSADOR N28..,frasco,frasco,True,campana,campana,True,PET,PET,True,BLANCO,BLANCO,True,300.0,300.0,True,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5193,TUBO COLAPSIBLE BLANCO 30ML C/TAPA,tubo,tubo,True,,,,,LDPE,,BLANCO,BLANCO,True,30.0,30.0,True,,,,general,general,True,,POLIETILENO,
5195,TUBO COLAPSIBLE BLANCO 60ML C/TAPA,tubo,tubo,True,,,,,LDPE,,BLANCO,BLANCO,True,60.0,60.0,True,,,,general,general,True,,POLIETILENO,
5196,TUBO COLAPSIBLE BLANCO 100ML C/TAPA,tubo,tubo,True,,,,,LDPE,,BLANCO,BLANCO,True,100.0,100.0,True,,,,general,general,True,,POLIETILENO,
5197,TUBO COLAPSIBLE BLANCO 120ML C/TAPA,tubo,tubo,True,,,,,LDPE,,BLANCO,BLANCO,True,120.0,120.0,True,,,,general,general,True,,POLIETILENO,
5199,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA,accesorio,accesorio,True,,,,PLASTICO,,,,,,70.0,,,,,,general,general,True,PLASTICO,,
5200,FRASCO PET BOLON 400ML TRANSPARENTE C/TAPA ESPRAY PISTOLA N28,frasco,frasco,True,,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,400.0,400.0,True,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5203,POTE PLASTICO BLANCO TIPO ANALISIS 120GR C/TAPA,pote,pote,True,,,,PLASTICO,PEAD,False,BLANCO,BLANCO,True,120.0,,,,,,empaque_envase,general,False,PLASTICO,POLIETILENO,False
5204,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,pote,pote,True,,,,PLASTICO,PEAD,False,BLANCO,BLANCO,True,100.0,,,,,,empaque_envase,general,False,PLASTICO,POLIETILENO,False
5208,FRASCO PET TRANSPARENTE 30ML C/TAPA PRESS N20,frasco,frasco,True,,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,30.0,30.0,True,20.0,20.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5209,FRASCO PET TRANSPARENTE 120ML B/28 C/TAPA DISPENSADOR GEL,frasco,frasco,True,dispensador,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,120.0,120.0,True,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5210,TUBO T/LILA K2 C/EDTA 3ML 13*75MM*100UND ALIANZA,tubo,tubo,True,,,,,LDPE,,,,,3.0,3.0,True,,,,general,general,True,,POLIETILENO,
5212,FRASCO PET BLANCO ESPUMERO 100ML C/TAPA,frasco,frasco,True,espumero,espumero,True,PET,PET,True,BLANCO,BLANCO,True,100.0,100.0,True,,,,empaque_envase,cosmetica,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5213,FRASCO PET TRANSPARENTE ESPUMERO 200ML C/ TAPA,frasco,frasco,True,espumero,espumero,True,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,200.0,200.0,True,,,,empaque_envase,cosmetica,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5216,FRASCO PET TRANSPARENTE 60ML C/TAPA Y TAPON N28,frasco,frasco,True,,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,60.0,60.0,True,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5217,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,frasco,frasco,True,,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,120.0,120.0,True,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5218,FRASCO PET TRANSPARENTE ALTO 120ML C/TAPA Y TAPON N28,frasco,frasco,True,,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,120.0,120.0,True,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5222,FRASCO PET AMBAR 120ML B28 C/TAPA GATILLO,frasco,frasco,True,gatillo,,,PET,PET,True,AMBAR,AMBAR,True,120.0,120.0,True,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5223,PROPIPETA VERDE 10ML,accesorio,accesorio,True,,,,,PP,,VERDE,VERDE,True,10.0,10.0,True,,,,general,general,True,,POLIPROPILENO,
5229,BOMBA ATOMIZADORA ACANALADO 20 410 BLANCO,atomizador,atomizador,True,,,,,PP,,BLANCO,BLANCO,True,,,,,,,general,general,True,,POLIPROPILENO,
5230,BOMBA ATOMIZADORA ACANALADO N28 410 FUCSIA,atomizador,atomizador,True,,,,,PP,,FUCSIA,FUCSIA,True,,,,28.0,28.0,True,general,general,True,,POLIPROPILENO,
5231,BOMBA ATOMIZADORA ACANALADO 20 410 TRANSPARENTE,atomizador,atomizador,True,,,,,PP,,TRANSPARENTE,TRANSPARENTE,True,,,,,,,general,general,True,,POLIPROPILENO,
5232,BOMBA ATOMIZADORA ACANALADO 20/410 NEGRO,atomizador,atomizador,True,,,,,PP,,NEGRO,NEGRO,True,,,,,20.0,,general,general,True,,POLIPROPILENO,
5233,BOMBA ATOMIZADORA ACANALADO 20/410 CELESTE,atomizador,atomizador,True,,,,,PP,,CELESTE,CELESTE,True,,,,,20.0,,general,general,True,,POLIPROPILENO,
5234,BOMBA ATOMIZADORA ACANALADO N20 410 FUCSIA,atomizador,atomizador,True,,,,,PP,,FUCSIA,FUCSIA,True,,,,20.0,20.0,True,general,general,True,,POLIPROPILENO,
5235,BOMBA ATOMIZADORA ACANALADO N28 410 BLANCO,atomizador,atomizador,True,,,,,PP,,BLANCO,BLANCO,True,,,,28.0,28.0,True,general,general,True,,POLIPROPILENO,
5236,BOMBA ATOMIZADORA ACANALADO N28 410 TRANSPARENTE,atomizador,atomizador,True,,,,,PP,,TRANSPARENTE,TRANSPARENTE,True,,,,28.0,28.0,True,general,general,True,,POLIPROPILENO,
5237,BOMBA ATOMIZADORA ACANALADO N28 410 NEGRO,atomizador,atomizador,True,,,,,PP,,NEGRO,NEGRO,True,,,,28.0,28.0,True,general,general,True,,POLIPROPILENO,
5238,BOMBA ATOMIZADORA ACANALADO N28 410 CELESTE,atomizador,atomizador,True,,,,,PP,,CELESTE,CELESTE,True,,,,28.0,28.0,True,general,general,True,,POLIPROPILENO,
5249,SOLO MINI TRIGGER NEGRO B28,atomizador,atomizador,True,,,,,PP,,NEGRO,NEGRO,True,,,,28.0,28.0,True,general,general,True,,POLIPROPILENO,
5250,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL,tubo,tubo,True,rosca,,,,LDPE,,,,,15.0,15.0,True,,,,general,general,True,,POLIETILENO,
5253,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28,frasco,frasco,True,atomizador,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,1.0,1000.0,False,28.0,28.0,True,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5254,POTE ACRILICO 5GR C/TAPA ROSCA,pote,pote,True,rosca,,,ACRILICO,ACRILICO,True,,,,5.0,,,,,,empaque_envase,general,False,ACRILICO,ACRILICO,True
5255,VASELINERO 7GR,cremero,cremero,True,,,,,,,,,,7.0,,,,,,general,cosmetica,False,,,
5256,TALQUERA PLASTICO 140GR C/TAPA Y REJILLA,accesorio,accesorio,True,,,,PLASTICO,,,,,,140.0,,,,,,general,general,True,PLASTICO,,
5257,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA,pote,pote,True,rosca,,,PET,PET,True,TRANSPARENTE,TRANSPARENTE,True,250.0,,,,,,empaque_envase,general,False,POLIETILENO TEREFTALATO,POLIETILENO TEREFTALATO,True
5258,PIPETAS PASTEUR ESTRILES 5ML (BLS100),,accesorio,,,,,,LDPE,,,,,5.0,5.0,True,,,,general,general,True,,POLIETILENO,
5261,GOTER PLASTICO BLANCO 5ML C/TAPA Y TAPON N15,tapa,tapa,True,,,,PLASTICO,PP,False,BLANCO,BLANCO,True,5.0,5.0,True,15.0,15.0,True,general,general,True,PLASTICO,POLIPROPILENO,False
5262,GOTERO PLASTICO BLANCO 10ML C/TAPA Y TAPON N15,gotero,gotero,True,,,,PLASTICO,,,BLANCO,BLANCO,True,10.0,10.0,True,15.0,15.0,True,general,general,True,PLASTICO,,
5263,GOTERO PLASTICO BLANCO 7ML C/TAPA Y TAPON N15,gotero,gotero,True,,,,PLASTICO,,,BLANCO,BLANCO,True,7.0,7.0,True,15.0,15.0,True,general,general,True,PLASTICO,,
5270,PIPETEADOR DE CREMALLERA VERDE (PUMP) 10ML,,accesorio,,,,,,PP,,VERDE,VERDE,True,10.0,10.0,True,,,,general,general,True,,POLIPROPILENO,
5272,PROBADOR PLASTICO 10ML ESPRAY COLORES,,accesorio,,,,,PLASTICO,,,,,,10.0,10.0,True,,,,general,general,True,PLASTICO,,
5275,SOLO TAPA PRESS N28.,tapa,tapa,True,,,,,PP,,,,,,,,28.0,28.0,True,general,general,True,,POLIPROPILENO,
5276,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA,cremero,cremero,True,cremero,,,,,,BLANCO,BLANCO,True,30.0,,,,,,cosmetica,cosmetica,True,,,
5277,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL,cremero,cremero,True,cremero,,,,,,BLANCO,BLANCO,True,60.0,,,,,,cosmetica,cosmetica,True,,,
